Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Timestamp,Account_Balance,Device_Type,Location,Merchant_Category,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Type,Card_Age,Transaction_Distance,Authentication_Method,Risk_Score,Is_Weekend,Fraud_Label
TXN_17064,USER_4051,93.39,Bank Transfer,2023-10-13 16:08:00,77749.28,Tablet,New York,Restaurants,0,0,5,495.03,3,Visa,190,720.58,Biometric,0.1489,0,0
TXN_35365,USER_3934,297.87,ATM Withdrawal,2023-05-01 22:16:00,56131.7,Tablet,Mumbai,Groceries,0,0,12,280.39,0,Amex,35,1827.64,Password,0.095,0,0
TXN_16679,USER_4204,58.43,POS,2023-05-15 17:59:00,26077.38,Mobile,Tokyo,Travel,0,0,6,108.36,2,Mastercard,58,2663.36,Biometric,0.0699,0,0
TXN_30712,USER_5235,192.15,Bank Transfer,2023-07-19 21:35:00,52379.2,Tablet,New York,Electronics,1,0,3,409.56,2,Discover,1,3322.97,Password,0.1914,0,0
TXN_30177,USER_1566,279.57,Bank Transfer,2023-06-13 00:59:00,20852.76,Tablet,Tokyo,Groceries,0,0,13,366.12,1,Mastercard,203,2666.65,OTP,0.7307,0,0
TXN_11735,USER_6467,13.67,POS,2023-04-24 13:17:00,60345.93,Mobile,London,Clothing,0,0,11,183.1,1,Discover,93,2317.16,Password,0.9918,0,1
TXN_1785,USER_2735,8.72,ATM Withdrawal,2023-06-15 18:30:00,98485.15,Laptop,Tokyo,Travel,0,0,2,356.33,3,Visa,157,4977.4,OTP,0.2991,0,0
TXN_4382,USER_5933,15.92,Bank Transfer,2023-04-01 23:06:00,59804.06,Tablet,Mumbai,Groceries,0,0,9,14.94,1,Visa,7,4958.25,Password,0.5718,0,0
TXN_21702,USER_7534,187.14,ATM Withdrawal,2023-04-01 03:18:00,54725.17,Laptop,Tokyo,Groceries,0,0,10,352.43,0,Discover,25,4956.13,Biometric,0.8034,0,0
TXN_44722,USER_7576,89.54,POS,2023-11-28 15:44:00,55113.78,Tablet,Sydney,Restaurants,0,0,5,341.81,2,Visa,65,4133.27,OTP,0.4345,1,0
TXN_9476,USER_6703,293.53,POS,2023-01-15 22:34:00,9242.18,Mobile,New York,Groceries,0,0,3,75.4,3,Mastercard,22,2562.92,Biometric,0.2532,0,0
TXN_4893,USER_4729,25.4,Online,2023-12-16 22:00:00,13263.79,Mobile,Mumbai,Electronics,0,1,14,462.58,0,Mastercard,193,4186.76,Biometric,0.7617,1,0
TXN_22117,USER_5016,128.26,Online,2023-07-15 10:21:00,50294.14,Mobile,New York,Restaurants,0,0,1,26.92,3,Visa,213,2334.14,OTP,0.1774,1,0
TXN_12646,USER_7042,7.53,POS,2023-09-24 19:49:00,60150.22,Laptop,Mumbai,Restaurants,0,0,11,489.89,1,Mastercard,209,3564.59,Biometric,0.267,1,0
TXN_15321,USER_9404,156.53,Online,2023-03-26 06:02:00,80866.55,Tablet,London,Clothing,0,0,13,73.78,1,Mastercard,18,3764.52,Password,0.1079,0,0
TXN_43780,USER_4999,249.32,Online,2023-06-30 03:59:00,41935.81,Laptop,Mumbai,Clothing,1,0,7,360.16,4,Mastercard,81,2058.5,Biometric,0.3726,1,1
TXN_29480,USER_6349,17.2,POS,2023-08-10 16:15:00,79551.4,Laptop,New York,Travel,0,0,7,234.19,3,Mastercard,1,3002.87,Password,0.0022,0,0
TXN_22211,USER_3010,114.66,POS,2023-10-30 19:12:00,8309.46,Mobile,London,Electronics,0,0,5,171.89,1,Discover,122,3799.44,Biometric,0.1469,1,0
TXN_15234,USER_3134,40.06,Online,2023-07-20 14:37:00,4870.13,Mobile,Sydney,Travel,0,0,6,499.23,1,Discover,102,1967.83,PIN,0.0129,0,0
TXN_17254,USER_1178,97.87,ATM Withdrawal,2023-01-01 09:42:00,20809.37,Tablet,Mumbai,Restaurants,1,0,9,283.03,2,Discover,224,2549.64,Biometric,0.872,1,1
TXN_7407,USER_2224,43.76,ATM Withdrawal,2023-01-25 06:18:00,8542.58,Mobile,Sydney,Restaurants,0,0,12,389.87,2,Discover,107,1028.92,PIN,0.2593,0,0
TXN_21692,USER_4440,116.95,ATM Withdrawal,2023-02-21 12:45:00,74447.98,Mobile,New York,Restaurants,0,1,4,59.24,2,Discover,48,863.07,Password,0.3519,0,0
TXN_18101,USER_2948,79.33,POS,2023-02-15 17:09:00,77659.05,Tablet,London,Travel,0,0,7,63.89,4,Amex,200,2200.39,PIN,0.1219,0,1
TXN_2648,USER_8597,286.76,Bank Transfer,2023-04-11 14:26:00,56899.94,Mobile,New York,Electronics,0,0,8,29.1,4,Amex,72,2662.04,OTP,0.9727,1,1
TXN_2586,USER_8980,243.66,Bank Transfer,2023-05-01 09:04:00,36766.58,Mobile,Mumbai,Restaurants,0,0,3,263.12,0,Discover,47,2103.1,Password,0.8781,0,1
TXN_25287,USER_5840,50.55,Bank Transfer,2023-05-27 21:32:00,80008.62,Tablet,Mumbai,Travel,0,0,6,216.31,4,Amex,118,3032.83,Password,0.5737,1,1
TXN_29381,USER_6306,216.34,Online,2023-08-07 02:58:00,19502.93,Mobile,New York,Clothing,0,0,13,309.45,4,Visa,135,2925.81,OTP,0.9484,0,1
TXN_19544,USER_6512,55.61,POS,2023-10-15 20:37:00,28994.83,Laptop,London,Groceries,0,0,2,362.54,1,Visa,15,1453.57,PIN,0.7761,0,0
TXN_11009,USER_3846,79.69,Online,2023-08-18 04:18:00,77713.24,Mobile,Mumbai,Groceries,0,0,6,442.79,4,Discover,90,743.07,Password,0.5976,1,1
TXN_35950,USER_7634,41.35,ATM Withdrawal,2023-08-29 21:21:00,35276.04,Tablet,New York,Groceries,0,0,7,338.24,1,Discover,98,26.29,Password,0.0317,1,0
TXN_31042,USER_1193,327.34,Bank Transfer,2023-02-12 17:59:00,88059.29,Mobile,Tokyo,Travel,0,0,3,367.28,4,Mastercard,70,3001.8,Biometric,0.8169,1,1
TXN_11672,USER_3861,1.85,ATM Withdrawal,2023-03-17 00:14:00,45628.08,Tablet,New York,Electronics,0,0,4,288.36,3,Mastercard,145,4934.06,Biometric,0.3843,0,0
TXN_37571,USER_1734,27.8,POS,2023-12-30 16:41:00,3748.78,Tablet,London,Groceries,0,0,2,268.11,3,Discover,105,2829.96,Biometric,0.674,0,0
TXN_4218,USER_2939,120.58,POS,2023-08-09 17:34:00,68946.99,Laptop,Tokyo,Clothing,0,0,12,72.16,3,Discover,55,2338.15,Password,0.7241,0,0
TXN_38460,USER_2365,200.96,Online,2023-10-22 11:02:00,27238.24,Laptop,London,Travel,0,0,8,456.17,1,Mastercard,46,910.88,Password,0.4545,1,0
TXN_9795,USER_3685,58.79,Bank Transfer,2023-09-09 10:28:00,23541.56,Tablet,New York,Groceries,0,0,7,213.82,3,Visa,180,4447.12,OTP,0.8904,1,1
TXN_30697,USER_1864,14.52,Online,2023-01-31 01:45:00,30002.73,Mobile,Tokyo,Restaurants,0,0,5,439.19,0,Mastercard,146,3295.47,PIN,0.9738,1,1
TXN_31075,USER_1121,32.36,POS,2023-12-18 23:54:00,66356.2,Mobile,New York,Clothing,0,0,1,162.4,1,Discover,210,4040.11,Password,0.7879,0,0
TXN_12779,USER_4767,92.69,POS,2023-10-03 03:17:00,2566.65,Laptop,Sydney,Travel,0,0,6,18.03,3,Amex,67,4270.72,Biometric,0.379,0,0
TXN_26999,USER_9062,3.6,Bank Transfer,2023-01-14 01:46:00,5928.75,Mobile,Mumbai,Clothing,0,0,8,82.67,3,Mastercard,102,1692.09,PIN,0.5073,0,0
TXN_9371,USER_1562,66.01,ATM Withdrawal,2023-11-11 17:26:00,28183.83,Mobile,Sydney,Travel,0,0,10,226.27,2,Visa,109,2081.59,Password,0.0756,0,0
TXN_20140,USER_1987,123.91,Online,2023-11-08 17:52:00,95497.35,Mobile,Mumbai,Electronics,0,0,12,240.23,0,Amex,192,3653.49,OTP,0.2499,1,0
TXN_7378,USER_1298,76.07,POS,2023-02-12 05:05:00,45427.49,Laptop,London,Electronics,0,0,11,301.37,2,Visa,219,3270.29,Password,0.9408,0,1
TXN_48045,USER_6463,21.55,Online,2023-10-16 00:52:00,94291.01,Laptop,New York,Clothing,0,0,2,13.71,4,Visa,148,3444.84,Biometric,0.2148,0,1
TXN_1754,USER_9841,149.61,ATM Withdrawal,2023-11-17 02:15:00,87578.95,Laptop,New York,Travel,0,0,13,147.24,4,Mastercard,232,1713.2,OTP,0.3299,0,1
TXN_148,USER_1663,29.21,ATM Withdrawal,2023-12-10 08:12:00,81724.8,Mobile,Sydney,Groceries,0,0,6,143.02,0,Mastercard,207,1161.38,PIN,0.8369,0,0
TXN_25362,USER_3012,3.86,Online,2023-11-21 05:23:00,75524.68,Tablet,Mumbai,Electronics,0,0,10,246.63,0,Visa,204,2206.8,OTP,0.4187,1,0
TXN_45666,USER_8734,39.59,ATM Withdrawal,2023-10-27 15:37:00,7387.6,Tablet,New York,Travel,0,0,2,43.09,1,Visa,158,4804.48,Password,0.3159,0,0
TXN_38140,USER_9845,107.31,Bank Transfer,2023-08-11 20:16:00,28553.53,Tablet,Mumbai,Travel,0,0,8,51.5,3,Amex,147,3847.07,OTP,0.4551,0,0
TXN_44861,USER_8552,284.76,Bank Transfer,2023-05-15 20:01:00,17672.64,Mobile,Tokyo,Travel,0,1,9,407.19,0,Visa,175,3812.84,Password,0.6973,1,0
TXN_15545,USER_1817,116.7,ATM Withdrawal,2023-07-07 23:57:00,61077.59,Tablet,New York,Electronics,0,0,3,189.37,1,Visa,127,772.91,Biometric,0.2298,1,0
TXN_34381,USER_5866,118.03,Bank Transfer,2023-04-05 20:34:00,12607.23,Laptop,London,Travel,0,0,1,332.04,0,Visa,172,3177.84,Biometric,0.5548,0,0
TXN_5829,USER_5144,14.67,POS,2023-11-03 08:42:00,44476.62,Mobile,New York,Travel,0,0,5,170.71,3,Mastercard,166,2942.9,OTP,0.2609,1,0
TXN_3770,USER_6232,9.13,Bank Transfer,2023-11-21 18:58:00,14652.37,Mobile,Sydney,Travel,0,0,2,221.89,4,Visa,193,3674.87,Password,0.1557,0,1
TXN_28343,USER_8856,57.53,Online,2023-04-24 17:00:00,30668.23,Mobile,New York,Electronics,0,0,11,229.79,3,Discover,68,79.09,Password,0.9003,0,1
TXN_48156,USER_2781,40.89,ATM Withdrawal,2023-07-21 06:28:00,61974.65,Tablet,London,Clothing,0,0,2,227.54,2,Amex,201,2270.41,PIN,0.8557,0,1
TXN_2015,USER_9569,6.84,ATM Withdrawal,2023-10-05 23:17:00,90107.15,Mobile,Mumbai,Restaurants,0,0,1,69.13,0,Amex,137,3212.69,OTP,0.2137,0,0
TXN_5192,USER_5567,39.4,POS,2023-08-10 22:03:00,94992.37,Tablet,Tokyo,Clothing,0,0,12,85.39,0,Visa,12,4549.15,Biometric,0.924,1,1
TXN_48872,USER_8698,108.94,ATM Withdrawal,2023-08-10 16:53:00,64951.5,Tablet,New York,Clothing,0,1,6,254.77,1,Mastercard,30,1085.44,Password,0.0021,1,0
TXN_45606,USER_4061,219.57,POS,2023-05-14 11:04:00,20842.14,Laptop,Mumbai,Electronics,0,0,3,337.95,2,Mastercard,66,3635.66,Biometric,0.9127,1,1
TXN_38524,USER_9449,106.52,Online,2023-01-01 04:17:00,46024.82,Mobile,New York,Groceries,0,1,1,260.68,4,Amex,212,1589.69,PIN,0.2111,0,1
TXN_33371,USER_7598,107.84,POS,2023-08-02 09:41:00,58726.98,Laptop,London,Groceries,0,0,10,380.91,2,Mastercard,51,2982.18,Password,0.8538,0,1
TXN_38097,USER_3180,45.88,POS,2023-04-23 06:03:00,79142.72,Tablet,London,Groceries,0,0,8,332.48,0,Discover,154,827.05,PIN,0.2015,1,0
TXN_45373,USER_9648,139.97,POS,2023-12-28 08:17:00,93171.57,Tablet,Mumbai,Electronics,0,0,9,121.62,3,Mastercard,150,2152.75,Biometric,0.1221,0,0
TXN_865,USER_2970,117.27,POS,2023-08-19 00:58:00,9410.8,Tablet,London,Travel,0,0,14,258.62,4,Visa,213,2115.38,Biometric,0.9699,0,1
TXN_43665,USER_6243,58.84,ATM Withdrawal,2023-08-25 05:56:00,15538.71,Mobile,London,Groceries,0,0,13,106.6,0,Amex,199,249.1,Biometric,0.0896,0,0
TXN_23396,USER_2768,15.58,ATM Withdrawal,2023-01-02 08:35:00,8538.17,Tablet,Tokyo,Clothing,0,0,11,349.91,2,Amex,84,3659.88,OTP,0.4966,1,0
TXN_41847,USER_3513,89.05,Online,2023-07-28 20:39:00,4305.54,Laptop,Tokyo,Clothing,0,0,9,399.23,3,Amex,50,3583.34,Biometric,0.2467,0,0
TXN_4477,USER_9376,126.71,POS,2023-04-22 09:03:00,64433.05,Mobile,New York,Restaurants,0,0,1,18.48,2,Visa,8,1714.52,Password,0.9691,0,1
TXN_47660,USER_7289,161.85,ATM Withdrawal,2023-03-13 17:00:00,12918.19,Mobile,New York,Groceries,0,0,2,248.92,4,Discover,91,2814.91,PIN,0.0515,1,1
TXN_45661,USER_9239,240.05,ATM Withdrawal,2023-07-04 17:28:00,17579.16,Mobile,Tokyo,Restaurants,0,0,5,163.86,4,Mastercard,65,4929.39,Biometric,0.716,0,1
TXN_16865,USER_6764,166.76,POS,2023-06-09 03:42:00,61008.67,Laptop,Mumbai,Restaurants,0,0,9,73.75,1,Visa,50,3028.57,Biometric,0.4609,0,0
TXN_32885,USER_8546,96.64,Online,2023-11-04 12:43:00,82843.51,Tablet,Tokyo,Travel,0,0,10,203.82,3,Mastercard,29,580.21,PIN,0.4035,0,0
TXN_37598,USER_3925,22.65,POS,2023-01-10 19:44:00,54257.14,Mobile,London,Restaurants,0,0,2,313.78,3,Discover,19,1090.9,Password,0.1334,0,0
TXN_4507,USER_7135,63.26,POS,2023-09-24 20:40:00,93268.62,Mobile,Mumbai,Electronics,0,0,6,337.62,0,Visa,155,3000.46,PIN,0.2264,0,0
TXN_5344,USER_7175,219.57,Bank Transfer,2023-01-06 02:15:00,35658.89,Mobile,Mumbai,Clothing,0,0,14,461.72,2,Visa,211,4341.49,Password,0.5577,0,0
TXN_21586,USER_9716,33.91,ATM Withdrawal,2023-08-08 04:58:00,31022.74,Mobile,Tokyo,Restaurants,0,0,12,405.91,2,Visa,73,85.96,Password,0.0673,0,0
TXN_352,USER_8079,126.78,Online,2023-07-22 08:59:00,35893.41,Tablet,New York,Electronics,0,1,6,285.95,4,Mastercard,21,633.58,PIN,0.5855,1,1
TXN_4460,USER_3229,447.86,Online,2023-01-04 04:14:00,88417.53,Laptop,London,Restaurants,0,0,14,244.45,4,Discover,195,3719.31,PIN,0.7197,0,1
TXN_17157,USER_9936,270.42,POS,2023-05-02 20:05:00,78454.86,Mobile,London,Groceries,0,0,2,87.05,1,Mastercard,52,1454.36,Password,0.3229,0,0
TXN_44584,USER_7126,16.8,ATM Withdrawal,2023-07-12 01:12:00,60427.54,Mobile,New York,Electronics,0,0,13,499.61,0,Discover,117,4965.9,Biometric,0.932,1,1
TXN_3873,USER_5134,23.96,Bank Transfer,2023-06-06 12:29:00,93313.05,Mobile,Tokyo,Restaurants,0,0,4,70.89,1,Discover,147,1582.67,PIN,0.5195,0,0
TXN_179,USER_9958,83.59,Bank Transfer,2023-03-04 08:59:00,73895.1,Tablet,Sydney,Clothing,0,1,1,313.99,2,Visa,4,4672.35,Password,0.1835,1,0
TXN_12638,USER_9445,65.27,ATM Withdrawal,2023-03-14 14:17:00,78916.79,Laptop,Tokyo,Travel,0,0,11,38.49,3,Amex,175,3994.52,Password,0.4759,0,0
TXN_24544,USER_8156,3.75,Bank Transfer,2023-07-09 19:12:00,87970.71,Mobile,New York,Electronics,0,1,4,431.02,3,Visa,170,1685.51,Password,0.9466,0,1
TXN_26754,USER_9099,18.55,Online,2023-03-24 04:56:00,17907.47,Tablet,Tokyo,Clothing,1,0,10,302.82,1,Amex,107,1803.0,PIN,0.6669,0,0
TXN_21177,USER_3477,159.42,Bank Transfer,2023-04-16 22:03:00,38717.57,Mobile,London,Groceries,0,0,10,156.63,0,Mastercard,38,204.21,Biometric,0.1208,0,0
TXN_7436,USER_5109,0.15,Online,2023-11-20 18:21:00,33416.78,Laptop,New York,Restaurants,0,0,4,25.82,1,Amex,118,1512.93,Biometric,0.9836,0,1
TXN_41361,USER_7537,101.34,Online,2023-10-30 08:55:00,40473.63,Mobile,London,Electronics,0,0,12,382.31,4,Visa,84,3753.5,Biometric,0.1816,1,1
TXN_5958,USER_3241,1.14,POS,2023-10-15 10:26:00,28833.58,Laptop,Tokyo,Clothing,0,0,9,22.27,2,Visa,174,2611.68,Biometric,0.9164,0,1
TXN_14110,USER_2345,21.89,Online,2023-04-14 01:20:00,54064.67,Tablet,Tokyo,Clothing,0,0,13,368.15,1,Visa,15,222.23,Password,0.3709,0,0
TXN_34568,USER_6684,227.25,Online,2023-07-27 06:29:00,32612.39,Tablet,Sydney,Travel,0,0,6,275.59,0,Discover,128,4973.33,PIN,0.8335,0,0
TXN_364,USER_6949,23.21,Online,2023-08-20 21:34:00,76091.09,Laptop,Sydney,Electronics,0,0,11,306.9,0,Amex,161,1834.11,Password,0.6189,1,0
TXN_14648,USER_3455,91.58,ATM Withdrawal,2023-08-27 22:22:00,22515.43,Laptop,Mumbai,Clothing,0,0,14,357.24,0,Mastercard,66,3447.79,PIN,0.7098,0,0
TXN_15082,USER_9444,206.42,POS,2023-10-13 16:44:00,32457.35,Laptop,Sydney,Restaurants,0,0,8,316.41,3,Mastercard,171,3974.36,PIN,0.0779,0,0
TXN_32031,USER_7540,151.33,Bank Transfer,2023-06-12 10:28:00,97989.62,Mobile,Sydney,Restaurants,0,0,2,128.51,4,Amex,87,1728.49,Password,0.7528,0,1
TXN_6038,USER_9684,127.43,Bank Transfer,2023-04-09 14:12:00,25753.61,Laptop,London,Groceries,0,0,12,222.21,2,Visa,205,3004.21,OTP,0.0382,0,0
TXN_8221,USER_8804,42.83,Online,2023-09-23 07:23:00,96099.27,Tablet,Mumbai,Restaurants,0,0,14,392.9,3,Discover,228,982.54,Biometric,0.5999,1,0
TXN_49092,USER_8106,165.51,Bank Transfer,2023-10-24 15:46:00,68796.42,Tablet,New York,Groceries,0,0,2,99.18,3,Mastercard,29,3652.83,PIN,0.9824,1,1
TXN_13895,USER_7351,84.77,ATM Withdrawal,2023-03-29 11:54:00,66954.09,Tablet,New York,Groceries,0,1,12,148.29,0,Mastercard,67,4682.68,Biometric,0.1602,0,0
TXN_32345,USER_8509,24.02,ATM Withdrawal,2023-04-03 15:47:00,70585.38,Laptop,New York,Restaurants,0,0,2,31.39,0,Visa,42,1293.87,OTP,0.5955,1,0
TXN_2801,USER_2098,102.29,Bank Transfer,2023-07-20 19:18:00,6680.77,Tablet,London,Clothing,0,0,11,389.88,1,Mastercard,105,1828.51,OTP,0.7627,0,0
TXN_41482,USER_1453,46.45,Online,2023-12-16 21:40:00,58394.09,Tablet,Sydney,Travel,0,0,1,385.11,4,Mastercard,48,1198.08,Password,0.1475,0,1
TXN_35690,USER_3177,114.35,POS,2023-08-08 08:58:00,11433.68,Mobile,Tokyo,Restaurants,0,0,13,103.87,0,Mastercard,81,3941.01,Password,0.8977,0,1
TXN_47092,USER_1608,270.51,POS,2023-07-25 09:21:00,8209.73,Mobile,Mumbai,Restaurants,0,0,8,79.67,4,Visa,198,3125.58,OTP,0.0103,0,1
TXN_12856,USER_7856,163.74,POS,2023-08-22 09:26:00,55933.96,Tablet,New York,Travel,0,1,12,127.19,3,Discover,229,3206.95,OTP,0.7837,1,0
TXN_48794,USER_2751,23.54,Bank Transfer,2023-12-31 09:29:00,49520.71,Mobile,Mumbai,Groceries,0,0,11,154.25,3,Amex,127,2803.14,PIN,0.5518,0,0
TXN_24853,USER_6196,42.72,ATM Withdrawal,2023-09-23 04:24:00,20827.9,Laptop,Tokyo,Restaurants,0,0,2,443.27,4,Discover,180,972.38,Biometric,0.6536,1,1
TXN_1245,USER_5805,111.85,ATM Withdrawal,2023-07-04 04:49:00,22842.46,Mobile,New York,Clothing,0,0,4,290.74,0,Visa,44,394.49,Biometric,0.1491,1,0
TXN_22745,USER_7207,58.91,ATM Withdrawal,2023-09-18 05:45:00,88836.9,Tablet,Tokyo,Restaurants,0,0,2,263.85,3,Amex,109,4041.98,Password,0.4172,1,0
TXN_20921,USER_4347,23.9,ATM Withdrawal,2023-05-25 17:09:00,98422.59,Mobile,Tokyo,Clothing,0,0,7,364.98,3,Amex,173,3498.23,Password,0.4735,0,0
TXN_13746,USER_3758,5.97,POS,2023-11-26 19:30:00,42872.23,Mobile,London,Groceries,1,0,2,203.46,2,Visa,121,4212.15,Password,0.382,0,0
TXN_30615,USER_8980,33.76,POS,2023-03-09 07:32:00,8257.78,Mobile,Mumbai,Travel,0,0,1,104.24,3,Visa,184,3807.1,Biometric,0.4267,1,0
TXN_36821,USER_4161,211.17,Bank Transfer,2023-07-01 10:05:00,51310.94,Tablet,Mumbai,Groceries,0,0,4,25.02,4,Discover,146,4560.81,OTP,0.0904,0,1
TXN_38699,USER_7364,623.88,ATM Withdrawal,2023-02-11 02:54:00,76428.12,Tablet,Mumbai,Groceries,0,1,4,458.74,3,Visa,132,1413.21,OTP,0.9524,1,1
TXN_3239,USER_4408,3.38,ATM Withdrawal,2023-03-01 05:16:00,29117.96,Mobile,Sydney,Clothing,0,1,11,96.11,0,Amex,111,3099.37,Biometric,0.6955,0,0
TXN_32876,USER_9863,172.34,ATM Withdrawal,2023-02-10 23:11:00,61460.77,Tablet,Tokyo,Travel,0,0,11,444.05,1,Amex,230,1225.52,PIN,0.4969,0,0
TXN_43322,USER_3628,49.87,ATM Withdrawal,2023-08-21 08:06:00,97025.35,Laptop,London,Electronics,0,1,7,335.31,4,Mastercard,56,2911.37,OTP,0.2111,0,1
TXN_16150,USER_3272,16.77,Bank Transfer,2023-05-19 18:44:00,8637.75,Mobile,London,Electronics,0,0,2,276.24,4,Visa,237,1490.34,PIN,0.9721,0,1
TXN_31100,USER_8777,59.1,Bank Transfer,2023-04-26 20:05:00,78476.07,Tablet,New York,Groceries,0,0,7,191.36,3,Discover,225,4928.03,PIN,0.6575,0,0
TXN_41834,USER_6494,43.86,ATM Withdrawal,2023-10-09 09:28:00,92614.15,Mobile,Sydney,Electronics,0,0,7,134.45,4,Discover,209,2893.12,OTP,0.7028,0,1
