Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Timestamp,Account_Balance,Device_Type,Location,Merchant_Category,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Type,Card_Age,Transaction_Distance,Authentication_Method,Risk_Score,Is_Weekend,Fraud_Label
TXN_1236,USER_8832,64.48,Online,2023-02-22 06:22:00,67029.69,Mobile,London,Groceries,0,0,5,322.93,1,Amex,72,2138.05,Biometric,0.4296,0,0
TXN_35394,USER_8574,37.12,Bank Transfer,2023-10-01 18:33:00,83834.29,Mobile,Tokyo,Travel,0,0,13,81.47,3,Mastercard,43,2488.24,PIN,0.7129,0,0
TXN_33429,USER_8187,30.35,Bank Transfer,2023-07-10 04:16:00,72242.63,Laptop,Sydney,Electronics,0,0,4,107.68,4,Visa,85,2777.78,Password,0.6039,1,1
TXN_34475,USER_1721,194.44,Online,2023-09-18 21:21:00,42416.62,Mobile,Mumbai,Groceries,0,0,3,44.08,2,Mastercard,187,109.07,Password,0.512,0,0
TXN_28105,USER_3312,6.14,POS,2023-02-10 11:01:00,67379.76,Laptop,London,Clothing,0,1,5,47.88,1,Discover,150,934.1,Biometric,0.8833,1,1
TXN_35653,USER_3172,25.51,Bank Transfer,2023-04-21 12:15:00,73911.98,Laptop,Sydney,Groceries,0,0,10,435.84,0,Amex,222,827.45,Biometric,0.6126,0,0
TXN_45923,USER_1916,368.43,POS,2023-09-01 05:40:00,96689.78,Laptop,Tokyo,Restaurants,0,0,7,98.2,2,Discover,56,1141.88,PIN,0.7557,0,0
TXN_8796,USER_9907,22.25,POS,2023-08-02 06:00:00,5185.14,Tablet,New York,Travel,0,0,6,200.03,3,Mastercard,121,2317.0,PIN,0.4074,0,0
TXN_28725,USER_1082,57.46,ATM Withdrawal,2023-02-08 17:41:00,14523.96,Laptop,Tokyo,Groceries,0,0,5,142.55,4,Amex,212,3809.13,Password,0.1552,0,1
TXN_571,USER_4719,636.03,Online,2023-08-01 13:40:00,56119.56,Laptop,Mumbai,Groceries,0,0,11,369.2,3,Amex,21,805.15,Biometric,0.4263,1,0
TXN_5404,USER_7250,60.91,ATM Withdrawal,2023-01-15 09:43:00,99571.72,Mobile,Sydney,Electronics,0,0,11,209.23,1,Discover,77,2682.15,OTP,0.4044,1,0
TXN_7765,USER_1372,25.49,ATM Withdrawal,2023-01-06 12:53:00,40275.19,Laptop,Mumbai,Clothing,0,0,2,162.01,3,Amex,33,2145.43,Password,0.7907,1,0
TXN_48087,USER_2057,105.31,POS,2023-02-21 18:16:00,2951.28,Laptop,London,Groceries,0,0,13,183.68,4,Visa,59,1870.52,PIN,0.8468,1,1
TXN_9133,USER_2787,377.16,POS,2023-03-12 13:29:00,63847.74,Laptop,Tokyo,Electronics,0,0,10,53.76,4,Mastercard,53,556.5,Biometric,0.8245,1,1
TXN_47073,USER_5166,128.63,Bank Transfer,2023-07-16 19:13:00,45071.94,Tablet,Sydney,Electronics,0,0,1,120.92,3,Amex,92,3750.09,OTP,0.1824,0,0
TXN_23362,USER_3979,115.33,POS,2023-04-28 10:21:00,24141.58,Tablet,Mumbai,Travel,0,0,14,135.54,1,Discover,97,3768.11,Password,0.059,1,0
TXN_13217,USER_3358,62.28,Online,2023-03-01 09:21:00,65226.53,Mobile,New York,Restaurants,0,0,6,414.24,0,Mastercard,2,3556.59,Biometric,0.6734,0,0
TXN_25461,USER_8241,37.78,POS,2023-09-26 16:53:00,76186.21,Mobile,Mumbai,Travel,0,0,11,77.42,1,Visa,205,1941.51,Password,0.6524,0,0
TXN_23973,USER_2250,83.48,ATM Withdrawal,2023-04-15 15:55:00,73961.58,Mobile,Sydney,Electronics,0,0,10,408.3,1,Visa,32,504.74,PIN,0.8254,1,0
TXN_38455,USER_2693,12.58,POS,2023-12-22 08:54:00,39336.85,Tablet,Tokyo,Travel,0,0,8,151.21,2,Visa,187,1216.06,OTP,0.2491,1,0
TXN_24453,USER_7232,111.6,POS,2023-07-10 03:40:00,80171.1,Mobile,Mumbai,Travel,0,0,12,384.54,1,Visa,145,2207.82,OTP,0.4889,1,0
TXN_41165,USER_2540,165.01,POS,2023-01-15 07:28:00,49325.53,Laptop,Sydney,Electronics,0,1,3,102.68,4,Mastercard,184,1251.86,OTP,0.0685,1,1
TXN_42495,USER_8969,348.73,Bank Transfer,2023-06-16 21:46:00,27606.28,Tablet,Tokyo,Clothing,0,0,8,406.95,0,Discover,143,3101.47,Password,0.2235,1,0
TXN_36779,USER_5599,112.98,Online,2023-05-13 00:56:00,87192.93,Laptop,New York,Restaurants,0,0,1,442.14,3,Visa,204,3383.94,Biometric,0.3951,0,0
TXN_31582,USER_4447,151.63,POS,2023-04-08 10:11:00,6605.81,Tablet,New York,Travel,0,0,13,101.13,2,Discover,56,3770.58,Password,0.4797,0,0
TXN_22977,USER_1735,52.9,Bank Transfer,2023-01-08 14:18:00,45851.13,Tablet,Mumbai,Clothing,0,0,6,353.17,3,Mastercard,31,3082.24,OTP,0.7186,0,0
TXN_49509,USER_1227,106.64,ATM Withdrawal,2023-12-01 17:11:00,38975.73,Laptop,Tokyo,Travel,0,0,14,177.92,2,Discover,184,555.79,Biometric,0.323,0,0
TXN_31934,USER_6447,79.79,Online,2023-04-24 06:29:00,70269.96,Tablet,Sydney,Clothing,0,0,8,441.54,4,Visa,142,1769.7,OTP,0.6552,1,1
TXN_3724,USER_3735,145.71,POS,2023-05-17 18:42:00,12139.51,Tablet,Mumbai,Electronics,0,0,12,118.57,2,Amex,84,3158.81,PIN,0.5491,0,0
TXN_26134,USER_1018,29.17,POS,2023-10-22 20:42:00,55937.06,Laptop,Mumbai,Groceries,0,0,6,56.23,4,Mastercard,83,4789.24,OTP,0.578,0,1
TXN_25,USER_3747,16.81,Bank Transfer,2023-08-29 04:56:00,22191.79,Laptop,Tokyo,Groceries,0,0,3,53.18,1,Mastercard,163,1516.39,PIN,0.8456,1,0
TXN_41957,USER_6941,16.83,POS,2023-01-20 16:53:00,80802.85,Laptop,Sydney,Clothing,0,0,3,498.09,4,Mastercard,71,4200.51,PIN,0.9544,0,1
TXN_42750,USER_3025,86.71,POS,2023-03-02 13:50:00,80771.58,Laptop,Sydney,Groceries,0,0,6,367.14,4,Visa,179,785.68,Biometric,0.3838,0,1
TXN_22828,USER_5361,73.76,ATM Withdrawal,2023-03-16 00:44:00,95164.7,Laptop,Sydney,Electronics,0,0,3,92.93,1,Mastercard,214,3702.52,PIN,0.7468,0,0
TXN_21734,USER_7940,56.93,Bank Transfer,2023-09-24 13:18:00,97720.15,Laptop,London,Groceries,0,0,8,203.09,1,Mastercard,87,3109.81,PIN,0.6714,0,0
TXN_18382,USER_2601,392.52,Online,2023-04-08 01:11:00,25255.98,Laptop,Sydney,Clothing,0,0,11,154.3,1,Mastercard,42,1336.78,OTP,0.5553,0,0
TXN_24218,USER_2284,48.3,Bank Transfer,2023-11-24 13:10:00,35840.49,Mobile,London,Restaurants,0,0,4,303.84,0,Visa,239,4596.2,OTP,0.152,1,0
TXN_1365,USER_9220,114.04,Online,2023-01-07 13:45:00,93155.15,Mobile,Sydney,Clothing,0,0,7,487.26,0,Mastercard,104,4949.49,OTP,0.6749,1,0
TXN_23807,USER_5109,40.07,Online,2023-04-15 02:17:00,34580.46,Mobile,Tokyo,Travel,0,0,2,406.19,2,Discover,23,2780.12,Biometric,0.7867,0,0
TXN_16582,USER_9207,30.39,Online,2023-04-27 18:01:00,39268.94,Mobile,Sydney,Electronics,0,1,12,468.08,2,Visa,229,4846.97,OTP,0.2787,1,0
TXN_47932,USER_7111,102.02,ATM Withdrawal,2023-12-20 04:36:00,84416.63,Laptop,Sydney,Travel,0,0,10,40.81,1,Mastercard,138,2018.85,Password,0.168,0,0
TXN_3204,USER_4273,134.67,Online,2023-12-17 04:11:00,49105.8,Mobile,Sydney,Travel,0,1,2,223.48,4,Amex,228,2268.05,OTP,0.9498,0,1
TXN_41500,USER_9897,16.77,POS,2023-08-20 15:47:00,76840.9,Laptop,Tokyo,Clothing,0,0,10,386.8,0,Mastercard,71,4222.92,OTP,0.3303,0,0
TXN_32863,USER_9310,101.67,Bank Transfer,2023-04-24 18:06:00,36088.31,Mobile,New York,Clothing,0,0,3,419.3,4,Visa,107,947.17,Password,0.0147,0,1
TXN_41815,USER_2304,24.85,Online,2023-11-12 22:00:00,23498.55,Mobile,London,Electronics,0,0,12,418.43,4,Visa,209,2626.04,Password,0.3838,0,1
TXN_4442,USER_8392,0.37,ATM Withdrawal,2023-06-21 21:45:00,2856.89,Tablet,Tokyo,Electronics,0,0,1,48.69,2,Discover,9,3735.8,Password,0.3461,1,0
TXN_14094,USER_8192,9.89,POS,2023-12-03 07:02:00,17971.67,Mobile,London,Clothing,0,1,7,339.32,1,Visa,15,1731.06,OTP,0.4304,0,0
TXN_45013,USER_9375,5.11,POS,2023-02-24 04:22:00,22306.78,Mobile,Tokyo,Clothing,0,0,11,18.48,0,Amex,8,4817.54,Biometric,0.9476,1,1
TXN_35444,USER_7746,23.43,POS,2023-05-09 05:58:00,20228.06,Tablet,New York,Restaurants,0,0,7,102.67,3,Amex,219,817.61,OTP,0.1292,0,0
TXN_34762,USER_6811,149.87,Bank Transfer,2023-05-26 20:29:00,66553.56,Mobile,Mumbai,Electronics,0,0,3,88.54,4,Visa,25,4074.53,Biometric,0.4226,1,1
TXN_29465,USER_6698,113.05,ATM Withdrawal,2023-02-19 20:13:00,8375.51,Mobile,Mumbai,Clothing,0,0,1,387.36,1,Amex,36,3018.87,PIN,0.9746,1,1
TXN_32144,USER_5736,34.6,Bank Transfer,2023-07-07 06:04:00,46506.18,Tablet,Tokyo,Clothing,0,0,7,404.02,0,Visa,184,4056.96,PIN,0.7997,0,0
TXN_15237,USER_6776,100.89,Online,2023-02-10 19:30:00,53003.48,Mobile,Mumbai,Clothing,0,0,7,88.61,3,Mastercard,14,1574.12,Password,0.7693,0,0
TXN_13346,USER_3241,29.13,ATM Withdrawal,2023-10-31 00:42:00,25826.24,Mobile,London,Clothing,0,0,7,13.67,0,Mastercard,40,3425.07,OTP,0.3176,0,0
TXN_19350,USER_1151,51.42,Online,2023-07-01 22:01:00,68386.25,Laptop,Sydney,Restaurants,0,0,1,161.88,2,Discover,220,95.33,OTP,0.674,0,0
TXN_14391,USER_8002,31.69,ATM Withdrawal,2023-04-28 20:23:00,44460.8,Tablet,Tokyo,Travel,0,0,9,281.87,3,Discover,208,805.92,PIN,0.431,1,0
TXN_2065,USER_2376,233.65,POS,2023-10-16 16:33:00,51764.65,Tablet,Mumbai,Groceries,0,0,4,435.66,2,Visa,10,3328.36,Password,0.5104,0,0
TXN_43302,USER_7237,21.18,Bank Transfer,2023-07-31 18:06:00,23009.33,Laptop,Tokyo,Clothing,0,0,9,341.36,2,Discover,159,293.31,PIN,0.5388,0,0
TXN_13678,USER_4462,230.48,Bank Transfer,2023-05-10 01:57:00,60584.76,Mobile,Sydney,Travel,0,0,1,228.18,0,Mastercard,124,1535.06,OTP,0.597,0,0
TXN_25489,USER_8591,33.05,POS,2023-05-26 03:27:00,6165.13,Tablet,Mumbai,Travel,0,0,2,118.22,2,Mastercard,119,536.89,OTP,0.8786,0,1
TXN_1858,USER_8373,70.27,ATM Withdrawal,2023-03-07 18:32:00,28015.48,Tablet,London,Restaurants,0,0,2,404.15,2,Mastercard,29,3015.29,PIN,0.9108,0,1
TXN_5061,USER_4197,177.02,Online,2023-01-15 13:39:00,28562.35,Mobile,Mumbai,Travel,1,1,3,374.66,4,Amex,68,3281.91,PIN,0.7906,1,1
TXN_49779,USER_6578,139.77,Online,2023-08-11 14:23:00,36144.66,Tablet,New York,Groceries,0,0,6,86.51,1,Amex,113,3091.5,OTP,0.2155,1,0
TXN_18243,USER_5264,128.4,POS,2023-06-14 22:39:00,57896.48,Tablet,London,Groceries,0,0,10,290.43,2,Visa,170,531.67,OTP,0.4366,0,0
TXN_16893,USER_5541,161.94,POS,2023-05-04 10:44:00,51727.85,Laptop,Sydney,Groceries,1,0,6,439.04,4,Amex,102,2959.76,OTP,0.0422,0,1
TXN_21331,USER_3721,56.79,POS,2023-08-15 23:37:00,9684.56,Laptop,London,Restaurants,0,1,4,116.71,4,Mastercard,132,2833.91,OTP,0.2759,1,1
TXN_26461,USER_8146,53.23,Bank Transfer,2023-02-24 23:35:00,23554.97,Tablet,Tokyo,Electronics,0,1,12,345.27,4,Visa,139,4379.45,Biometric,0.3105,0,1
TXN_4975,USER_2191,5.44,ATM Withdrawal,2023-04-24 21:26:00,2772.66,Tablet,Mumbai,Electronics,0,0,13,465.64,1,Mastercard,216,4968.65,Password,0.839,0,0
TXN_17875,USER_9203,188.84,Online,2023-10-04 21:13:00,99053.94,Mobile,London,Travel,1,0,7,320.79,2,Mastercard,82,1986.34,OTP,0.227,1,0
TXN_7639,USER_3110,25.19,ATM Withdrawal,2023-08-26 19:24:00,30006.15,Mobile,Tokyo,Restaurants,0,0,2,471.22,2,Discover,40,1246.0,OTP,0.0447,0,0
TXN_17415,USER_7589,82.38,ATM Withdrawal,2023-05-01 10:59:00,63565.31,Mobile,Mumbai,Restaurants,0,1,9,200.15,2,Visa,52,3887.1,PIN,0.7769,0,0
TXN_13437,USER_7956,74.35,Online,2023-07-14 08:06:00,11147.34,Mobile,Tokyo,Groceries,0,0,3,203.38,1,Amex,166,1905.49,PIN,0.4152,0,0
TXN_35930,USER_2192,27.62,POS,2023-02-17 07:08:00,8594.4,Tablet,Sydney,Restaurants,0,0,4,281.82,3,Amex,108,1038.48,Biometric,0.7827,1,0
TXN_49161,USER_9916,162.71,Online,2023-06-12 16:04:00,40206.5,Tablet,Sydney,Restaurants,0,0,7,283.69,1,Mastercard,3,281.23,Biometric,0.4218,0,0
TXN_29224,USER_6570,42.33,Online,2023-08-09 14:19:00,97519.87,Tablet,London,Clothing,0,0,14,84.19,1,Visa,24,4518.16,PIN,0.9564,1,1
TXN_32655,USER_8887,269.0,Bank Transfer,2023-01-24 11:36:00,51015.09,Laptop,Sydney,Travel,0,0,9,352.98,4,Visa,171,2874.02,Biometric,0.4696,0,1
TXN_2792,USER_9448,154.85,Online,2023-06-18 17:15:00,47776.23,Tablet,Mumbai,Travel,0,0,1,79.97,4,Discover,227,1773.44,Biometric,0.9005,1,1
TXN_44474,USER_6370,106.2,Bank Transfer,2023-08-15 08:29:00,23626.65,Tablet,Tokyo,Travel,0,0,4,45.41,2,Discover,138,531.61,OTP,0.9374,0,1
TXN_10897,USER_9783,125.17,ATM Withdrawal,2023-05-04 17:29:00,9805.05,Mobile,London,Electronics,0,0,3,67.7,0,Amex,232,4356.95,OTP,0.2983,0,0
TXN_5207,USER_3118,56.66,Online,2023-04-12 18:59:00,24728.92,Mobile,Mumbai,Groceries,0,0,10,187.85,4,Visa,179,2039.59,Biometric,0.1046,1,1
TXN_35045,USER_9457,101.89,POS,2023-10-02 15:46:00,95136.17,Laptop,Sydney,Groceries,0,0,12,97.43,1,Amex,139,3359.98,Password,0.1022,1,0
TXN_11299,USER_7408,21.64,POS,2023-10-13 19:15:00,86867.04,Mobile,Sydney,Groceries,0,0,13,326.91,4,Discover,92,254.84,OTP,0.2602,0,1
TXN_29030,USER_7700,31.4,Online,2023-10-01 03:20:00,40154.28,Mobile,New York,Travel,1,0,4,246.54,2,Visa,94,3720.55,Password,0.1597,0,0
TXN_19081,USER_8507,54.92,Online,2023-12-02 04:36:00,56924.92,Tablet,London,Travel,0,0,2,269.1,1,Discover,94,3931.04,OTP,0.7098,0,0
TXN_12726,USER_7474,125.43,Online,2023-01-19 18:40:00,65188.5,Mobile,Sydney,Clothing,0,0,12,203.91,0,Amex,179,4813.41,Biometric,0.3919,0,0
TXN_26093,USER_9318,3.57,ATM Withdrawal,2023-07-01 16:35:00,20826.71,Mobile,Mumbai,Clothing,0,0,3,419.78,2,Mastercard,28,523.14,PIN,0.7527,0,0
TXN_23375,USER_4722,68.15,Online,2023-06-05 23:38:00,41207.36,Mobile,Mumbai,Clothing,0,0,10,248.9,2,Mastercard,105,2783.08,PIN,0.2574,1,0
TXN_4651,USER_8707,7.31,Online,2023-02-11 04:38:00,30028.42,Mobile,London,Electronics,0,0,12,128.89,2,Mastercard,106,1900.4,Password,0.2183,0,0
TXN_14047,USER_6751,0.4,ATM Withdrawal,2023-07-29 17:45:00,63186.7,Tablet,London,Restaurants,0,0,3,223.12,3,Amex,193,801.38,Password,0.2971,0,0
TXN_25908,USER_6980,18.55,Bank Transfer,2023-05-02 16:22:00,40345.79,Mobile,Tokyo,Electronics,0,1,10,250.56,4,Discover,118,4707.38,PIN,0.2053,1,1
TXN_37843,USER_4548,42.59,Online,2023-08-18 17:28:00,8313.31,Laptop,New York,Electronics,0,0,9,31.34,1,Discover,146,3253.93,PIN,0.5111,0,0
TXN_15131,USER_8354,71.06,POS,2023-08-01 08:35:00,57862.42,Mobile,Tokyo,Electronics,0,0,8,287.27,4,Amex,89,3170.79,Biometric,0.6626,0,1
TXN_16579,USER_5606,52.35,Bank Transfer,2023-10-07 14:09:00,67061.4,Tablet,Sydney,Groceries,0,0,4,444.57,4,Visa,32,3248.55,Biometric,0.8395,0,1
TXN_29126,USER_4116,58.38,POS,2023-08-08 20:29:00,7753.71,Mobile,Tokyo,Groceries,0,0,5,53.05,4,Visa,25,1891.98,Password,0.0738,0,1
TXN_6624,USER_7159,4.67,Online,2023-02-23 16:21:00,21267.7,Mobile,Tokyo,Restaurants,1,0,12,166.11,1,Discover,98,1506.04,OTP,0.7214,0,0
TXN_42731,USER_1807,179.88,ATM Withdrawal,2023-05-04 04:35:00,53117.44,Tablet,Mumbai,Clothing,0,0,11,188.1,0,Mastercard,45,3470.01,OTP,0.5713,0,0
TXN_30214,USER_3461,39.87,POS,2023-12-14 22:54:00,7441.59,Mobile,London,Electronics,0,0,2,160.79,2,Mastercard,169,3746.26,OTP,0.8221,0,0
TXN_34809,USER_4562,102.53,Bank Transfer,2023-06-03 09:14:00,92195.88,Laptop,New York,Restaurants,0,0,6,187.19,3,Visa,70,1500.22,Password,0.4181,1,0
TXN_15817,USER_7621,115.8,Bank Transfer,2023-01-21 11:44:00,24089.78,Mobile,Tokyo,Restaurants,0,1,6,259.93,0,Amex,171,2048.86,Biometric,0.2713,1,0
TXN_7712,USER_9812,43.21,ATM Withdrawal,2023-05-04 01:35:00,93619.42,Tablet,Mumbai,Electronics,0,0,10,51.35,0,Discover,201,1272.51,OTP,0.5121,1,0
TXN_37928,USER_3518,1.52,POS,2023-09-21 12:47:00,31359.71,Mobile,Sydney,Electronics,0,0,2,391.16,1,Mastercard,152,1861.17,OTP,0.7344,0,0
TXN_34360,USER_3034,96.83,Bank Transfer,2023-07-30 14:38:00,76627.11,Laptop,Tokyo,Travel,0,0,8,101.76,1,Visa,115,2216.49,Biometric,0.2901,1,0
TXN_1017,USER_4675,124.72,Bank Transfer,2023-06-15 18:48:00,6612.26,Tablet,Tokyo,Restaurants,0,0,14,118.24,0,Mastercard,40,1182.44,Password,0.6536,0,0
TXN_855,USER_6142,56.54,Online,2023-09-13 03:28:00,62372.69,Mobile,Mumbai,Travel,0,0,1,85.27,2,Amex,197,1282.31,OTP,0.2382,0,0
TXN_41300,USER_4938,10.66,Online,2023-08-28 22:27:00,14031.79,Laptop,Sydney,Groceries,0,0,13,396.13,4,Visa,42,4402.54,PIN,0.786,0,1
TXN_15963,USER_1483,95.06,ATM Withdrawal,2023-12-09 09:38:00,10491.01,Tablet,Mumbai,Travel,0,0,4,105.98,3,Discover,176,1207.38,Password,0.1996,1,0
TXN_42577,USER_5239,18.8,Online,2023-02-14 05:35:00,22039.55,Mobile,Mumbai,Restaurants,0,0,2,369.0,2,Visa,45,1582.31,Biometric,0.9488,0,1
TXN_9412,USER_8147,54.84,Bank Transfer,2023-02-11 20:47:00,32436.9,Tablet,London,Restaurants,0,0,3,280.36,2,Visa,32,3262.86,OTP,0.6059,0,0
TXN_5719,USER_9412,58.03,Online,2023-02-05 08:59:00,37469.92,Mobile,New York,Electronics,0,0,3,264.37,0,Mastercard,165,4792.05,OTP,0.718,0,0
TXN_17286,USER_9756,301.84,POS,2023-08-14 18:20:00,15657.3,Laptop,New York,Clothing,0,0,1,89.16,4,Visa,215,3823.13,Password,0.4566,1,1
TXN_33938,USER_5047,61.9,Online,2023-10-15 18:43:00,16031.43,Laptop,New York,Clothing,0,0,13,435.74,2,Discover,10,169.98,Password,0.6566,0,0
TXN_6501,USER_9417,31.3,Bank Transfer,2023-09-15 03:51:00,92447.83,Laptop,Tokyo,Clothing,0,0,3,160.6,1,Amex,24,758.95,PIN,0.481,0,0
TXN_8192,USER_1864,142.33,POS,2023-01-31 19:17:00,51483.1,Tablet,London,Travel,0,0,4,62.78,2,Visa,176,2730.37,PIN,0.5913,0,0
TXN_8633,USER_1232,324.98,POS,2023-03-30 14:34:00,45564.32,Laptop,Mumbai,Travel,0,0,11,67.33,2,Discover,207,2682.79,PIN,0.0006,1,0
TXN_15104,USER_2162,166.4,Bank Transfer,2023-07-01 18:59:00,92745.05,Tablet,Mumbai,Restaurants,0,1,13,306.42,1,Amex,195,2345.92,PIN,0.1733,0,0
TXN_16897,USER_9008,0.24,ATM Withdrawal,2023-04-04 06:53:00,91837.23,Laptop,Mumbai,Groceries,0,0,10,89.8,1,Visa,120,3360.58,Password,0.5947,0,0
TXN_23743,USER_2655,23.74,Online,2023-02-01 04:17:00,95807.08,Mobile,London,Travel,0,0,11,386.01,3,Amex,114,1033.95,Password,0.2989,0,0
TXN_40332,USER_4331,22.87,Online,2023-04-29 07:47:00,67743.96,Tablet,Sydney,Electronics,0,1,4,481.3,2,Mastercard,213,1326.69,OTP,0.6294,0,0
TXN_17986,USER_2014,109.59,Bank Transfer,2023-01-20 20:52:00,31030.68,Mobile,Mumbai,Electronics,0,0,14,39.35,4,Mastercard,217,1008.3,OTP,0.2471,0,1
TXN_15759,USER_3953,508.49,Online,2023-07-07 03:54:00,5388.48,Mobile,London,Groceries,0,0,8,223.06,1,Mastercard,59,2344.95,PIN,0.9971,0,1
TXN_37512,USER_8850,375.5,Online,2023-05-18 09:13:00,16434.11,Tablet,Mumbai,Clothing,0,0,7,98.29,2,Amex,214,4062.91,OTP,0.303,0,0
TXN_47038,USER_1512,63.5,Online,2023-06-21 00:25:00,20082.44,Tablet,London,Electronics,0,0,6,99.35,4,Amex,219,931.29,Password,0.8164,1,1
TXN_48088,USER_7312,243.16,Bank Transfer,2023-02-08 14:49:00,80679.56,Mobile,Sydney,Groceries,0,1,10,296.71,4,Visa,230,2255.51,Password,0.375,1,1
TXN_26887,USER_5985,93.2,POS,2023-09-20 15:56:00,89145.08,Tablet,Mumbai,Electronics,0,0,7,110.61,2,Visa,91,4644.67,Biometric,0.0154,0,0
TXN_37075,USER_2682,104.4,Bank Transfer,2023-11-09 11:20:00,52726.28,Mobile,Tokyo,Electronics,0,0,7,15.21,0,Discover,227,1088.72,Biometric,0.5151,0,0
TXN_29346,USER_8570,263.67,Online,2023-08-09 15:42:00,81165.88,Laptop,Mumbai,Travel,0,0,3,378.81,0,Visa,164,2617.77,PIN,0.2245,0,0
TXN_19885,USER_4717,195.25,Online,2023-03-22 19:38:00,8201.07,Laptop,London,Clothing,0,0,1,211.51,3,Amex,108,1169.11,Biometric,0.6895,0,0
TXN_26930,USER_6659,27.1,POS,2023-01-25 06:04:00,10458.07,Laptop,London,Electronics,0,0,14,95.9,0,Mastercard,198,3991.2,PIN,0.9681,0,1
TXN_22036,USER_7671,42.83,Online,2023-10-27 05:14:00,949.06,Laptop,Mumbai,Electronics,0,0,6,248.87,4,Amex,15,2101.2,Biometric,0.7848,0,1
TXN_8443,USER_1329,58.93,POS,2023-02-02 03:41:00,1762.36,Laptop,Tokyo,Restaurants,0,1,3,319.04,3,Discover,174,3535.22,OTP,0.7879,0,0
TXN_23282,USER_8598,51.19,Online,2023-11-08 09:18:00,85239.16,Mobile,New York,Groceries,0,1,13,306.48,3,Amex,199,3924.88,Password,0.7782,0,0
TXN_19299,USER_4320,34.76,ATM Withdrawal,2023-08-05 22:13:00,66144.22,Tablet,Tokyo,Clothing,0,0,5,149.76,3,Mastercard,123,2126.16,OTP,0.6955,0,0
TXN_43076,USER_2067,165.6,POS,2023-06-30 15:48:00,94225.94,Tablet,Mumbai,Groceries,0,0,14,410.0,2,Discover,161,4386.61,Password,0.2245,0,0
TXN_33308,USER_9845,75.61,POS,2023-05-08 06:48:00,71671.07,Mobile,New York,Electronics,0,0,5,18.73,0,Discover,219,4862.83,PIN,0.3831,1,0
TXN_10614,USER_7007,16.61,Bank Transfer,2023-04-05 04:57:00,59591.5,Mobile,New York,Groceries,0,0,9,467.34,4,Mastercard,159,704.89,PIN,0.3778,1,1
TXN_21930,USER_1147,14.17,Online,2023-08-12 19:26:00,58610.73,Mobile,Sydney,Electronics,0,0,13,492.4,1,Visa,61,2164.06,PIN,0.6771,0,0
